date,shift,machine_id,machine_name,machine_type,machine_age_years,operator_id,product_code,planned_production_time_min,downtime_minutes,downtime_reason,actual_run_time_min,ideal_cycle_time_min,actual_cycle_time_min,ideal_units_possible,units_produced,units_good,units_defective
1/30/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-002,Housing-B,480,153,Unplanned Breakdown,327,0.68,0.9953,369,328,324,4
1/30/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-003,Connector-E,480,42,Changeover,438,0.72,0.7514,675,582,545,37
1/30/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-003,Gear-C,480,0,None,480,0.21,0.3408,1523,1408,1348,60
1/30/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-008,Connector-E,480,0,None,480,0.24,0.2675,2222,1794,1554,240
1/30/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-001,Bracket-A,480,48,Changeover,432,0.52,0.6047,830,714,686,28
1/30/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-017,Gear-C,480,0,None,480,0.58,1.0788,551,444,380,64
1/30/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-009,Valve-D,480,44,Changeover,436,0.31,0.4224,1172,1032,1008,24
1/30/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-005,Gear-C,480,115,Planned Maintenance,365,0.35,0.6553,695,556,446,110
1/30/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-015,Bracket-A,480,38,Material Shortage,442,0.68,0.7954,650,555,545,10
1/30/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-004,Connector-E,480,105,Planned Maintenance,375,0.72,0.8349,578,449,426,23
1/30/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-016,Gear-C,480,36,Planned Maintenance,444,0.21,0.3834,1409,1158,1089,69
1/30/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-015,Valve-D,480,0,None,480,0.24,0.3648,1666,1315,1155,160
1/31/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-003,Valve-D,480,48,Material Shortage,432,0.52,0.6388,692,676,629,47
1/31/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-004,Gear-C,480,86,Planned Maintenance,394,0.58,0.9717,452,405,356,49
1/31/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-013,Housing-B,480,0,None,480,0.31,0.4355,1191,1102,1077,25
1/31/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-012,Bracket-A,480,0,None,480,0.35,0.3918,1371,1225,1141,84
1/31/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-008,Bracket-A,480,36,Material Shortage,444,0.68,0.7245,652,612,600,12
1/31/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-012,Gear-C,480,0,None,480,0.72,1.1573,444,414,379,35
1/31/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-013,Bracket-A,480,0,None,480,0.21,0.2151,2285,2231,2155,76
1/31/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-011,Valve-D,480,114,Planned Maintenance,366,0.24,0.318,1270,1150,922,228
1/31/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-013,Housing-B,480,38,Changeover,442,0.52,0.7288,653,606,583,23
1/31/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-005,Housing-B,480,0,None,480,0.58,0.9029,636,531,474,57
1/31/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-003,Valve-D,480,31,Material Shortage,449,0.31,0.4211,1206,1066,1045,21
1/31/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-012,Housing-B,480,30,Material Shortage,450,0.35,0.5279,989,852,743,109
1/31/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-017,Gear-C,480,55,Changeover,425,0.68,1.1111,416,382,376,6
1/31/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-017,Connector-E,480,0,None,480,0.72,0.7467,740,642,605,37
1/31/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-018,Gear-C,480,59,Changeover,421,0.21,0.3436,1336,1225,1179,46
1/31/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-008,Bracket-A,480,0,None,480,0.24,0.2747,2000,1747,1473,274
1/31/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-016,Valve-D,480,44,Material Shortage,436,0.52,0.7711,698,565,538,27
1/31/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-006,Valve-D,480,0,None,480,0.58,0.8788,689,546,505,41
1/31/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Bracket-A,480,30,Material Shortage,450,0.31,0.3847,1451,1169,1146,23
1/31/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-008,Bracket-A,480,142,Unplanned Breakdown,338,0.35,0.4282,965,789,710,79
1/31/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-005,Connector-E,480,0,None,480,0.68,0.7354,784,652,643,9
1/31/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-004,Housing-B,480,38,Changeover,442,0.72,1.2059,472,366,341,25
1/31/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-016,Connector-E,480,0,None,480,0.21,0.2287,2539,2098,2021,77
1/31/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-012,Gear-C,480,0,None,480,0.24,0.4449,1333,1078,861,217
2/1/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-017,Gear-C,480,0,None,480,0.52,0.8691,615,552,524,28
2/1/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-004,Gear-C,480,139,Unplanned Breakdown,341,0.58,0.9366,391,364,323,41
2/1/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Bracket-A,480,30,Changeover,450,0.31,0.3419,1451,1316,1294,22
2/1/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Valve-D,480,0,None,480,0.35,0.4855,1142,988,896,92
2/1/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-002,Housing-B,480,0,None,480,0.68,0.8724,542,550,539,11
2/1/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-012,Bracket-A,480,99,Planned Maintenance,381,0.72,0.8156,529,467,435,32
2/1/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-011,Gear-C,480,0,None,480,0.21,0.3294,1523,1457,1369,88
2/1/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-014,Bracket-A,480,243,Unplanned Breakdown,237,0.24,0.2687,987,882,755,127
2/1/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-019,Gear-C,480,0,None,480,0.52,0.8636,615,555,528,27
2/1/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-002,Housing-B,480,0,None,480,0.58,0.8997,636,533,479,54
2/1/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-018,Gear-C,480,0,None,480,0.31,0.5014,1032,957,930,27
2/1/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-011,Gear-C,480,51,Changeover,429,0.35,0.6313,817,679,594,85
2/1/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-013,Valve-D,480,0,None,480,0.68,0.8578,588,559,547,12
2/1/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-019,Connector-E,480,0,None,480,0.72,0.7266,740,660,635,25
2/1/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-012,Bracket-A,480,207,Unplanned Breakdown,273,0.21,0.2242,1300,1217,1171,46
2/1/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-003,Valve-D,480,32,Material Shortage,448,0.24,0.3478,1555,1288,1035,253
2/1/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-013,Housing-B,480,95,Unplanned Breakdown,385,0.52,0.8594,569,447,429,18
2/1/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-016,Connector-E,480,0,None,480,0.58,0.6621,919,724,659,65
2/1/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-007,Housing-B,480,0,None,480,0.31,0.5031,1191,954,936,18
2/1/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-010,Bracket-A,480,37,Changeover,443,0.35,0.4353,1265,1017,882,135
2/1/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-003,Connector-E,480,0,None,480,0.68,0.7424,784,646,637,9
2/1/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-015,Valve-D,480,55,Changeover,425,0.72,1.0206,491,416,387,29
2/1/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Gear-C,480,0,None,480,0.21,0.3689,1523,1301,1234,67
2/1/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-013,Valve-D,480,21,Material Shortage,459,0.24,0.3566,1593,1287,1028,259
2/2/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-009,Gear-C,480,40,Changeover,440,0.52,0.8091,564,543,502,41
2/2/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-007,Housing-B,480,0,None,480,0.58,0.8538,636,562,498,64
2/2/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Bracket-A,480,0,None,480,0.31,0.3393,1548,1414,1383,31
2/2/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-001,Gear-C,480,29,Material Shortage,451,0.35,0.5731,859,786,693,93
2/2/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-011,Connector-E,480,33,Changeover,447,0.68,0.6115,730,730,720,10
2/2/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-008,Connector-E,480,0,None,480,0.72,0.6813,740,704,664,40
2/2/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-007,Connector-E,480,0,None,480,0.21,0.1966,2539,2441,2374,67
2/2/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-004,Valve-D,480,0,None,480,0.24,0.307,1666,1563,1346,217
2/2/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-011,Housing-B,480,22,Material Shortage,458,0.52,0.7486,677,611,572,39
2/2/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-011,Bracket-A,480,32,Changeover,448,0.58,0.6539,772,685,641,44
2/2/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-016,Housing-B,480,42,Material Shortage,438,0.31,0.4648,1086,942,910,32
2/2/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-015,Housing-B,480,18,Material Shortage,462,0.35,0.515,1015,897,771,126
2/2/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-019,Gear-C,480,30,Material Shortage,450,0.68,1.1304,441,398,391,7
2/2/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-008,Housing-B,480,0,None,480,0.72,1.0954,512,438,416,22
2/2/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-018,Connector-E,480,0,None,480,0.21,0.2059,2539,2331,2253,78
2/2/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-015,Bracket-A,480,0,None,480,0.24,0.2864,2000,1675,1482,193
2/2/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-009,Bracket-A,480,0,None,480,0.52,0.6027,923,796,751,45
2/2/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-007,Housing-B,480,148,Unplanned Breakdown,332,0.58,0.9386,440,353,330,23
2/2/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-005,Housing-B,480,0,None,480,0.31,0.4634,1191,1035,1013,22
2/2/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-007,Bracket-A,480,288,Unplanned Breakdown,192,0.35,0.4297,548,446,400,46
2/2/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-008,Gear-C,480,123,Unplanned Breakdown,357,0.68,1.2406,350,287,282,5
2/2/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-005,Bracket-A,480,0,None,480,0.72,0.8523,666,563,541,22
2/2/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-011,Gear-C,480,142,Unplanned Breakdown,338,0.21,0.3742,1073,903,869,34
2/2/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-009,Valve-D,480,40,Planned Maintenance,440,0.24,0.3537,1527,1243,1085,158
2/3/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-018,Housing-B,480,0,None,480,0.31,0.4385,1191,1094,1063,31
2/3/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-018,Housing-B,480,0,None,480,0.35,0.49,1054,979,843,136
2/3/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-011,Gear-C,480,0,None,480,0.68,1.0859,470,442,433,9
2/3/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-014,Bracket-A,480,0,None,480,0.72,0.766,666,626,593,33
2/3/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-001,Bracket-A,480,0,None,480,0.21,0.2146,2285,2236,2164,72
2/3/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-005,Bracket-A,480,0,None,480,0.24,0.2547,2000,1884,1668,216
2/3/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-017,Housing-B,480,0,None,480,0.52,0.782,710,613,578,35
2/3/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-006,Housing-B,480,0,None,480,0.35,0.5245,1054,915,759,156
2/3/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-019,Housing-B,480,25,Material Shortage,455,0.68,0.9446,514,481,469,12
2/5/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-017,Connector-E,480,0,None,480,0.52,0.4994,1025,961,916,45
2/5/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-004,Gear-C,480,0,None,480,0.58,0.9646,551,497,432,65
2/5/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-019,Bracket-A,480,0,None,480,0.31,0.3359,1548,1428,1395,33
2/5/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-001,Housing-B,480,0,None,480,0.35,0.4995,1054,960,858,102
2/5/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-018,Valve-D,480,125,Unplanned Breakdown,355,0.68,0.8913,435,398,391,7
2/5/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-005,Valve-D,480,20,Material Shortage,460,0.72,0.9597,532,479,452,27
2/5/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Bracket-A,480,0,None,480,0.21,0.2277,2285,2108,2059,49
2/5/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-004,Valve-D,480,0,None,480,0.24,0.3221,1666,1490,1337,153
2/5/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-015,Bracket-A,480,41,Material Shortage,439,0.52,0.6006,844,730,692,38
2/5/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-005,Housing-B,480,0,None,480,0.58,0.8812,636,544,487,57
2/5/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-009,Valve-D,480,0,None,480,0.31,0.4334,1290,1107,1084,23
2/5/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-010,Bracket-A,480,109,Planned Maintenance,371,0.35,0.4094,1060,906,823,83
2/5/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-018,Gear-C,480,40,Changeover,440,0.68,1.1611,431,378,371,7
2/5/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-004,Gear-C,480,0,None,480,0.72,1.2764,444,376,349,27
2/5/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-012,Gear-C,480,0,None,480,0.21,0.3684,1523,1302,1237,65
2/5/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-001,Housing-B,480,0,None,480,0.24,0.384,1538,1250,1075,175
2/5/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-007,Gear-C,480,71,Planned Maintenance,409,0.52,0.9398,524,435,398,37
2/5/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-014,Gear-C,480,0,None,480,0.58,1.05,551,457,403,54
2/5/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-001,Gear-C,480,0,None,480,0.31,0.533,1032,900,869,31
2/5/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-005,Gear-C,480,34,Changeover,446,0.35,0.6826,849,653,561,92
2/5/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-014,Housing-B,480,148,Unplanned Breakdown,332,0.68,1.0499,375,316,309,7
2/5/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-005,Bracket-A,480,0,None,480,0.72,0.8533,666,562,535,27
2/5/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-015,Connector-E,480,57,Changeover,423,0.21,0.2385,2238,1773,1710,63
2/5/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-009,Gear-C,480,84,Planned Maintenance,396,0.24,0.4434,1100,893,709,184
2/6/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-006,Bracket-A,480,34,Planned Maintenance,446,0.52,0.5314,857,839,796,43
2/6/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-012,Valve-D,480,0,None,480,0.58,0.7322,689,655,580,75
2/6/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-005,Valve-D,480,0,None,480,0.31,0.3718,1290,1291,1258,33
2/6/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-003,Housing-B,480,137,Unplanned Breakdown,343,0.35,0.496,753,691,570,121
2/6/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-008,Connector-E,480,21,Material Shortage,459,0.68,0.6139,749,747,738,9
2/6/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-015,Valve-D,480,0,None,480,0.72,0.9687,555,495,470,25
2/6/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-003,Valve-D,480,40,Changeover,440,0.21,0.2782,1746,1581,1510,71
2/6/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-009,Connector-E,480,88,Planned Maintenance,392,0.24,0.2365,1814,1657,1461,196
2/6/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-002,Connector-E,480,58,Changeover,422,0.52,0.5203,901,811,786,25
2/6/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-012,Bracket-A,480,52,Changeover,428,0.58,0.6385,737,670,610,60
2/6/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-008,Gear-C,480,0,None,480,0.31,0.5237,1032,916,893,23
2/6/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Valve-D,480,0,None,480,0.35,0.4657,1142,1030,897,133
2/6/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-005,Valve-D,480,0,None,480,0.68,0.8673,588,553,540,13
2/6/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-004,Connector-E,480,270,Unplanned Breakdown,210,0.72,0.702,324,299,281,18
2/6/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Valve-D,480,86,Unplanned Breakdown,394,0.21,0.2823,1563,1395,1344,51
2/6/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-009,Housing-B,480,322,Unplanned Breakdown,158,0.24,0.3486,506,453,388,65
2/6/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-005,Housing-B,480,36,Material Shortage,444,0.52,0.8291,656,535,508,27
2/6/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-004,Connector-E,480,76,Planned Maintenance,404,0.58,0.6743,773,599,565,34
2/6/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-011,Housing-B,480,76,Unplanned Breakdown,404,0.31,0.4935,1002,818,800,18
2/6/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-004,Valve-D,480,183,Unplanned Breakdown,297,0.35,0.54,707,550,482,68
2/6/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-007,Valve-D,480,0,None,480,0.68,0.9453,588,507,500,7
2/6/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-007,Valve-D,480,16,Material Shortage,464,0.72,1.0212,537,454,419,35
2/6/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Bracket-A,480,270,Unplanned Breakdown,210,0.21,0.2648,1000,793,771,22
2/6/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-010,Connector-E,480,52,Material Shortage,428,0.24,0.2747,1981,1558,1428,130
2/7/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-018,Connector-E,480,40,Changeover,440,0.52,0.4856,940,906,873,33
2/7/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-019,Connector-E,480,77,Planned Maintenance,403,0.58,0.5865,772,687,633,54
2/7/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-012,Connector-E,480,0,None,480,0.31,0.2857,1720,1680,1639,41
2/7/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-005,Gear-C,480,0,None,480,0.35,0.57,914,842,695,147
2/7/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-009,Valve-D,480,0,None,480,0.68,0.821,588,584,570,14
2/7/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-012,Housing-B,480,34,Changeover,446,0.72,0.9793,476,455,418,37
2/7/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-012,Gear-C,480,30,Changeover,450,0.21,0.3333,1428,1350,1283,67
2/7/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-017,Housing-B,480,46,Changeover,434,0.24,0.3428,1391,1266,1003,263
2/7/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-018,Connector-E,480,0,None,480,0.52,0.5453,1025,880,848,32
2/7/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-017,Housing-B,480,0,None,480,0.58,0.8414,636,570,519,51
2/7/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-006,Housing-B,480,0,None,480,0.31,0.4467,1191,1074,1051,23
2/7/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-016,Valve-D,480,28,Material Shortage,452,0.35,0.4718,1076,958,862,96
2/7/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-012,Valve-D,480,0,None,480,0.68,0.862,588,556,547,9
2/7/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-008,Bracket-A,480,36,Changeover,444,0.72,0.7797,616,569,548,21
2/7/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-010,Housing-B,480,41,Changeover,439,0.21,0.3096,1608,1417,1368,49
2/7/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-020,Bracket-A,480,0,None,480,0.24,0.2763,2000,1737,1511,226
2/7/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-004,Connector-E,480,0,None,480,0.52,0.5411,1025,887,856,31
2/7/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-014,Connector-E,480,35,Material Shortage,445,0.58,0.6782,852,656,619,37
2/7/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-019,Gear-C,480,190,Unplanned Breakdown,290,0.31,0.5613,623,516,500,16
2/7/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-016,Connector-E,480,0,None,480,0.35,0.3901,1523,1230,1121,109
2/7/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-020,Housing-B,480,0,None,480,0.68,0.9892,542,485,472,13
2/7/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-004,Valve-D,480,0,None,480,0.72,1.0356,555,463,436,27
2/7/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-018,Housing-B,480,0,None,480,0.21,0.3411,1758,1407,1353,54
2/7/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-011,Bracket-A,480,0,None,480,0.24,0.3184,2000,1507,1271,236
2/8/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-010,Housing-B,480,107,Planned Maintenance,373,0.52,0.7149,551,521,484,37
2/8/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-012,Gear-C,480,0,None,480,0.58,0.9089,551,528,468,60
2/8/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-005,Gear-C,480,82,Material Shortage,398,0.31,0.4819,855,825,790,35
2/8/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-015,Connector-E,480,83,Material Shortage,397,0.35,0.3292,1260,1205,1124,81
2/8/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-011,Housing-B,480,0,None,480,0.68,0.9242,542,519,508,11
2/8/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-010,Housing-B,480,0,None,480,0.72,1.01,512,475,431,44
